T,R,returnCode,area,numCAT,adjPMean,c,d_a,
 1,   1,   0,     0.8014164671,   6,     0.8014164671,    -0.1322803605,     1.1972392948
 1,   2,   0,     0.8947898031,   5,     0.8947898031,    -0.0869651348,     1.7711756372
 1,   3,   0,     0.8526605379,   6,     0.8526605379,    -0.1444418518,     1.4819348764
 1,   4,   0,     0.8577776011,   6,     0.8577776011,     0.0804601608,     1.5137569144
 1,   5,   0,     0.8909392545,   6,     0.8909392545,     0.2225587648,     1.7401572166
 2,   1,   0,     0.6716574327,   6,     0.6716574327,    -0.0817424757,     0.6281251326
 2,   2,   0,     0.7544738610,   5,     0.7544738610,     0.0497644849,     0.9738785560
 2,   3,   0,     0.7931787103,   6,     0.7931787103,    -0.1326126225,     1.1558706614
 2,   4,   0,     0.8740273581,   6,     0.8740273581,     0.1182226331,     1.6201757157
 2,   5,   0,     0.7360982768,   6,     0.7360982768,     0.0781032985,     0.8928815903
